age,grade_level,sex,time_on_visuals,audio_replay_count,drag_and_drop_actions,puzzle_attempts,help_button_clicks,time_to_completion,preferred_instruction_type,task_skips,interaction_rate,learning_style
6,Primary 2,Male,77.98470229,2,0,4,0,167.6383329,animation,0,28.19698425,Visual
6,Primary 1,Male,75.66598262,0,6,2,0,162.1324304,text,0,22.82628572,Logical
7,Primary 3,Female,76.50722698,1,5,1,0,172.086956,text,0,21.19148779,Logical
6,Primary 1,Female,62.18755663,0,2,1,0,153.2627594,text,0,20.7521172,Logical
7,Primary 3,Female,63.93634113,3,10,4,0,94.73618578,animation,0,34.18096537,Kinesthetic
6,Primary 2,Female,77.67750103,2,1,4,0,164.8251427,animation,1,42.22871686,Visual
12,Junior Secondary School 2,Female,57.71863564,2,14,7,1,142.3784025,animation,1,42.08667265,Kinesthetic
9,Primary 5,Male,36.21147687,1,14,6,0,159.0371752,text,1,46.06268586,Kinesthetic
9,Primary 5,Female,73.21880973,0,0,2,0,157.081905,animation,1,23.32902929,Visual
5,Primary 1,Female,51.59215667,5,4,3,1,141.7850807,audio,0,23.66814745,Auditory
8,Primary 3,Male,34.96487252,5,3,5,2,171.9205219,audio,0,22.99852765,Auditory
10,Primary 5,Female,67.0623435,0,3,4,0,163.7428769,animation,1,26.55652623,Visual
10,Junior Secondary School 1,Male,83.8884817,2,3,3,0,165.2302095,text,0,32.73243468,Visual
6,Primary 2,Male,24.58951775,5,3,3,2,213.9241894,audio,0,21.15848181,Auditory
5,Nursery,Male,68.84571159,3,1,3,2,181.2496223,audio,1,38.21406556,Auditory
5,Primary 1,Female,68.95816037,1,5,4,1,197.8710785,animation,1,30.15728853,Visual
10,Junior Secondary School 1,Male,53.88606069,0,1,2,0,168.6965299,text,0,19.89952835,Logical
7,Primary 2,Female,31.48217102,1,1,5,2,110.2029416,audio,1,21.40369833,Auditory
8,Primary 4,Male,17.82285819,8,2,3,2,170.7057865,audio,0,26.94429588,Auditory
7,Primary 2,Male,52.49600943,3,11,4,0,105.3058795,text,0,46.76602714,Kinesthetic
12,Junior Secondary School 2,Female,24.72804263,11,2,5,1,131.8177613,audio,1,31.65164126,Auditory
7,Primary 2,Male,43.96711276,4,11,7,1,138.3078592,text,0,53.95173858,Kinesthetic
7,Primary 3,Female,41.57329431,1,9,1,0,210.0152345,text,0,18.36499245,Logical
9,Primary 5,Female,55.24435941,0,4,1,0,238.9412834,text,0,22.90484584,Logical
8,Primary 4,Female,35.30662003,5,1,4,1,179.9401803,audio,1,22.96601132,Auditory
4,Nursery,Female,92.79186384,1,5,4,1,182.7357873,animation,0,30.10313805,Visual
8,Primary 3,Male,56.93172294,6,2,3,1,144.6139184,audio,0,29.75400655,Auditory
9,Primary 5,Male,53.76917592,1,13,4,1,151.8237248,text,0,34.28213496,Kinesthetic
6,Primary 1,Male,81.02214232,1,2,3,0,166.1490218,text,1,31.06909807,Visual
9,Primary 4,Female,51.58852821,2,1,5,1,148.5888922,audio,0,21.64738502,Auditory
10,Primary 5,Female,47.33573396,3,6,4,0,106.5904748,text,0,39.27145877,Kinesthetic
10,Junior Secondary School 1,Female,84.15849787,2,4,1,0,224.5919406,text,0,16.22380233,Logical
5,Primary 1,Male,26.48480712,3,7,7,0,112.6677431,text,0,36.57366643,Kinesthetic
9,Primary 5,Male,56.30079432,9,1,5,2,173.2267929,audio,1,26.00617918,Auditory
5,Primary 1,Female,88.40816394,2,2,3,1,164.7667372,animation,1,25.73410348,Visual
10,Primary 5,Female,33.63437458,9,4,5,2,144.3431638,audio,0,23.97750357,Auditory
8,Primary 4,Male,79.182303,1,3,4,0,146.2965591,animation,0,29.10655301,Visual
5,Primary 1,Female,53.602393,8,1,3,1,101.3204867,audio,0,23.02296588,Auditory
10,Primary 5,Male,99.0636936,0,4,3,1,137.1547299,animation,0,30.3847849,Visual
9,Primary 4,Female,65.94628913,7,1,4,2,206.8582161,audio,0,24.07718692,Auditory
8,Primary 3,Male,45.44113653,8,2,3,2,175.2289561,audio,1,20.9186292,Auditory
6,Primary 1,Male,53.28309775,8,6,3,1,124.3801346,audio,1,29.06191938,Auditory
6,Primary 1,Female,33.28153267,0,8,4,0,129.0200283,text,0,41.81597414,Kinesthetic
6,Primary 1,Female,82.985081,1,1,4,0,181.9186957,animation,0,40.49642207,Visual
10,Primary 5,Male,19.04634559,4,4,5,2,178.8034025,audio,1,25.34809605,Auditory
9,Primary 4,Male,52.36421612,1,4,1,0,181.7700449,text,0,16.67530291,Logical
12,Junior Secondary School 2,Male,47.52777254,3,8,5,0,149.1260702,animation,0,37.67194595,Kinesthetic
9,Primary 5,Female,73.25198436,0,3,4,1,178.509303,text,0,25.97129964,Visual
7,Primary 3,Female,84.80936602,0,3,4,0,174.1457662,text,0,29.7538024,Visual
5,Nursery,Female,94.05351616,0,1,4,0,139.6094082,animation,0,23.14881161,Visual
10,Junior Secondary School 1,Female,85.60280746,2,3,2,1,150.8444402,animation,0,24.10774065,Visual
6,Primary 1,Female,77.85014826,0,1,3,0,141.9896233,animation,0,32.25962846,Visual
7,Primary 3,Female,83.85356455,1,4,2,0,166.578161,animation,0,25.67080773,Visual
12,Junior Secondary School 3,Female,28.06487363,4,5,4,1,163.3222522,audio,0,19.66128856,Auditory
11,Junior Secondary School 2,Male,29.74592266,5,1,5,1,179.0972073,audio,0,25.33417987,Auditory
10,Junior Secondary School 1,Female,30.79003837,5,1,4,2,182.8819911,audio,0,24.18301409,Auditory
12,Junior Secondary School 3,Female,53.25410213,4,12,4,0,173.9641338,animation,0,40.6308819,Kinesthetic
9,Primary 5,Female,88.83443789,0,4,2,1,165.8867897,animation,0,25.77530856,Visual
9,Primary 5,Male,44.3120531,9,1,3,2,136.2465445,audio,0,20.19938601,Auditory
7,Primary 2,Female,37.22698658,8,2,4,1,114.7782382,audio,0,28.3419478,Auditory
12,Junior Secondary School 2,Male,83.51596642,0,10,6,0,119.904471,animation,0,34.28499952,Kinesthetic
12,Junior Secondary School 2,Male,63.65179507,1,6,1,0,232.3943034,text,0,12.86040838,Logical
6,Primary 2,Female,61.48224658,1,1,1,0,160.2437736,text,0,20.03886077,Logical
7,Primary 2,Female,47.65574153,0,7,1,0,173.2368234,text,0,17.87073655,Logical
6,Primary 2,Male,54.92473569,0,3,2,0,155.7599465,text,0,18.94098958,Logical
9,Primary 5,Male,40.77428363,0,9,5,0,170.715734,animation,0,44.24939165,Kinesthetic
8,Primary 3,Female,54.3568012,4,11,7,0,162.7866482,text,1,40.49254171,Kinesthetic
8,Primary 4,Female,104.2467057,0,1,4,1,90.08724727,animation,1,28.29507995,Visual
12,Junior Secondary School 3,Female,47.23719799,2,10,7,0,146.5346961,text,1,32.29168193,Kinesthetic
7,Primary 2,Female,68.23730274,4,6,5,2,178.806379,audio,0,22.98045175,Auditory
10,Primary 5,Male,62.52018417,5,3,4,0,118.2144453,animation,0,44.91656969,Kinesthetic
8,Primary 3,Female,57.11248336,0,2,1,0,177.9711379,text,0,19.84598325,Logical
6,Primary 2,Male,62.31017978,2,11,4,0,74.41995114,animation,0,47.91915899,Kinesthetic
12,Junior Secondary School 2,Male,37.532856,12,1,3,2,146.5295938,audio,1,23.78340207,Auditory
8,Primary 3,Male,118.8577953,0,2,4,0,129.0986206,text,1,33.7193436,Visual
12,Junior Secondary School 3,Female,50.84920292,0,7,5,1,116.0552083,animation,1,32.87437258,Kinesthetic
12,Junior Secondary School 3,Female,51.2116698,2,1,5,2,130.1527515,audio,0,20.57599295,Auditory
11,Junior Secondary School 2,Female,65.05897608,0,2,2,0,144.110069,text,0,19.72111978,Logical
10,Primary 5,Male,83.45369923,0,2,2,1,161.1837106,animation,1,33.53755497,Visual
8,Primary 3,Male,60.82715563,2,10,6,0,104.7310632,text,1,42.9613305,Kinesthetic
7,Primary 3,Female,69.78328971,0,3,2,0,143.7924676,text,0,24.49141393,Visual
12,Junior Secondary School 3,Male,45.56315171,2,4,5,2,169.8578637,audio,1,21.39692057,Auditory
6,Primary 1,Female,46.37223923,2,6,4,0,134.4544195,animation,0,50.3066804,Kinesthetic
11,Junior Secondary School 1,Female,79.49653125,0,8,4,1,168.8401282,animation,1,40.47906068,Kinesthetic
7,Primary 2,Male,55.16230009,4,10,4,1,119.5023883,text,1,40.51637705,Kinesthetic
12,Junior Secondary School 3,Female,75.92333146,1,3,1,0,115.2327348,text,0,20.1330477,Logical
10,Primary 5,Male,58.82167979,0,2,2,0,217.2187296,text,0,16.37102762,Logical
11,Junior Secondary School 1,Female,35.52736195,4,2,3,2,107.4455327,audio,0,23.24945602,Auditory
9,Primary 4,Female,79.42845074,1,2,3,1,166.5849011,animation,1,35.76238286,Visual
10,Primary 5,Male,56.1388311,0,5,2,0,197.2529201,text,0,20.08523682,Logical
4,Nursery,Female,72.09446587,2,8,7,1,148.4753535,animation,1,39.3703971,Kinesthetic
6,Primary 2,Female,48.30930122,4,3,3,2,175.0001226,audio,0,26.36484687,Auditory
11,Junior Secondary School 1,Male,31.0908591,5,2,3,1,185.0984469,audio,0,20.73505712,Auditory
11,Junior Secondary School 2,Male,81.26375862,1,6,4,0,174.8680468,text,1,24.56067598,Visual
8,Primary 4,Female,77.30055248,1,9,5,1,134.841899,animation,0,42.97043538,Kinesthetic
10,Junior Secondary School 1,Female,47.22943185,2,9,1,0,156.7772823,text,0,18.83901955,Logical
5,Primary 1,Male,30.76779262,3,0,3,2,182.3634882,audio,1,23.48702734,Auditory
9,Primary 5,Female,90.16403739,2,6,4,1,122.5839405,text,1,25.46657909,Visual
11,Junior Secondary School 1,Female,71.6760183,3,15,6,1,92.35033698,animation,1,42.30085445,Kinesthetic
8,Primary 3,Male,59.33331511,2,4,1,0,188.7867778,text,0,16.86608795,Logical
12,Junior Secondary School 2,Male,80.07154888,1,4,2,0,114.6634093,animation,0,29.077951,Visual
12,Junior Secondary School 2,Female,88.17560205,3,0,2,0,128.7501183,text,1,25.4472864,Visual
10,Primary 5,Female,105.7873823,2,1,2,1,116.4177775,animation,1,25.56572543,Visual
6,Primary 2,Male,55.85173885,1,7,5,1,107.0099643,text,1,39.96202661,Kinesthetic
10,Junior Secondary School 1,Male,46.01791734,2,14,4,0,121.9547338,animation,1,43.28905386,Kinesthetic
7,Primary 3,Male,44.54965639,3,3,5,2,184.1204699,audio,1,28.05064075,Auditory
10,Primary 5,Female,39.86323111,3,13,5,0,135.0627107,animation,0,42.30390218,Kinesthetic
9,Primary 5,Female,101.4247926,0,2,2,0,139.0661489,animation,1,20.0442754,Visual
6,Primary 1,Female,83.29642914,1,1,3,1,156.0295408,animation,0,17.90479475,Visual
12,Junior Secondary School 3,Male,71.59218557,1,2,2,0,158.2918868,text,0,18.95953893,Logical
4,Nursery,Male,56.78320526,0,8,4,0,140.7721003,text,1,38.11363207,Kinesthetic
6,Primary 1,Female,36.91631329,0,5,2,0,238.4855051,text,0,17.76666306,Logical
9,Primary 4,Male,86.29223829,2,3,3,0,152.2387631,animation,0,36.52594482,Visual
12,Junior Secondary School 2,Male,78.04702662,1,6,2,0,145.6528294,animation,0,29.59931792,Visual
12,Junior Secondary School 2,Female,40.67473006,0,9,5,0,114.2342813,animation,1,40.90598502,Kinesthetic
12,Junior Secondary School 3,Female,55.80127625,1,3,1,0,218.0901231,text,0,15.36209985,Logical
5,Nursery,Female,75.17348407,1,1,3,0,167.1888148,text,1,24.15812772,Visual
12,Junior Secondary School 2,Female,85.14385155,3,4,3,1,144.3230716,animation,0,31.31901839,Visual
9,Primary 4,Female,72.35793602,0,5,2,0,159.8022911,text,0,21.48532831,Logical
5,Primary 1,Male,43.18182711,1,7,2,0,154.4051138,text,0,13.10974936,Logical
7,Primary 3,Female,53.65266953,2,6,4,0,130.4644009,animation,1,34.26712154,Kinesthetic
12,Junior Secondary School 3,Male,17.57079907,1,14,4,0,116.4096225,text,1,39.11067392,Kinesthetic
9,Primary 5,Female,53.68393152,0,2,1,0,191.280277,text,0,19.74149181,Logical
8,Primary 4,Male,46.5605313,2,8,4,0,154.946943,animation,1,32.09579258,Kinesthetic
12,Junior Secondary School 3,Female,86.81133997,1,2,2,1,169.9565034,animation,0,15.47823823,Visual
4,Nursery,Male,53.31351185,6,1,4,2,181.5242603,audio,1,20.06567727,Auditory
6,Primary 1,Female,29.42091408,5,0,5,2,139.2499443,audio,0,23.1511951,Auditory
11,Junior Secondary School 1,Female,42.12274021,4,11,4,0,107.4538858,text,0,46.27769181,Kinesthetic
11,Junior Secondary School 1,Female,72.13439927,0,5,1,0,201.1702922,text,0,19.75494503,Logical
10,Primary 5,Male,84.9711382,1,3,2,1,146.2156755,text,0,28.26229497,Visual
9,Primary 4,Male,54.15074463,2,11,4,0,145.3721222,text,1,37.39453805,Kinesthetic
5,Nursery,Female,53.98131925,1,7,2,0,216.9288939,text,0,19.87212897,Logical
10,Junior Secondary School 1,Male,82.6046538,1,1,3,1,117.2833036,animation,0,33.8847761,Visual
11,Junior Secondary School 2,Male,49.46242874,3,3,4,2,132.2678973,audio,1,26.09467609,Auditory
12,Junior Secondary School 3,Female,78.55387734,2,2,2,0,152.7893123,text,0,18.00983421,Logical
10,Primary 5,Female,43.5745814,6,2,3,2,174.7410055,audio,1,16.37698765,Auditory
9,Primary 5,Male,33.68739498,2,2,5,2,149.7346004,audio,0,22.83568238,Auditory
4,Nursery,Female,46.52318678,4,1,4,1,185.9731614,audio,1,27.86689789,Auditory
8,Primary 3,Female,85.04104629,1,1,2,0,147.1712919,animation,0,31.07474718,Visual
10,Junior Secondary School 1,Female,24.48865099,10,3,3,1,139.7940582,audio,1,27.3049652,Auditory
8,Primary 3,Male,44.22123458,4,9,6,1,127.8844296,animation,1,36.90377437,Kinesthetic
9,Primary 5,Male,63.17448611,1,2,2,0,184.1788125,text,0,20.62333495,Logical
8,Primary 4,Male,62.50536988,2,3,2,0,155.3360194,text,0,23.85917023,Logical
5,Nursery,Male,35.88907344,3,3,3,2,188.5762453,audio,0,19.69992441,Auditory
9,Primary 5,Female,93.79604149,1,7,6,1,139.166964,text,0,34.5958852,Kinesthetic
8,Primary 4,Female,69.44190312,0,1,2,0,160.0927841,animation,0,31.29820534,Visual
7,Primary 3,Male,55.44020079,1,3,2,0,180.4406998,text,0,23.15704756,Logical
12,Junior Secondary School 2,Female,35.81294121,1,3,6,0,132.4552943,animation,0,36.40182113,Kinesthetic
9,Primary 5,Female,49.56393052,3,9,4,0,89.95237445,animation,1,48.1211175,Kinesthetic
10,Junior Secondary School 1,Male,52.72493922,0,6,1,0,186.8144531,text,0,18.15144918,Logical
5,Primary 1,Male,44.22030459,7,1,4,1,172.0373572,audio,0,20.41064619,Auditory
6,Primary 1,Male,44.31059219,2,11,6,1,95.05850314,text,0,38.19203863,Kinesthetic
12,Junior Secondary School 3,Female,30.11946879,7,2,4,1,157.9675027,audio,0,27.42033314,Auditory
9,Primary 5,Female,49.71836793,4,2,3,2,140.8928788,audio,0,25.92737489,Auditory
6,Primary 2,Female,38.00150463,1,6,4,1,170.9802733,text,0,39.37660173,Kinesthetic
9,Primary 4,Female,62.81396758,1,3,2,0,156.4563139,text,0,15.03583848,Logical
9,Primary 5,Male,89.72747223,1,3,4,1,134.3930225,animation,1,36.59654207,Visual
11,Junior Secondary School 1,Female,61.08069235,1,5,1,0,181.3318477,text,0,23.25698596,Logical
8,Primary 4,Male,35.91164497,7,3,4,1,110.4590644,audio,0,24.6415537,Auditory
11,Junior Secondary School 2,Female,36.02040852,5,1,3,1,142.5856637,audio,1,28.15649372,Auditory
6,Primary 1,Male,49.95657955,1,11,7,0,134.6003325,text,1,47.17180494,Kinesthetic
5,Primary 1,Male,100.4676476,3,1,4,1,155.0404566,animation,1,26.06502822,Visual
4,Nursery,Female,28.63597338,4,1,5,1,185.5242448,audio,0,19.69307739,Auditory
12,Junior Secondary School 2,Male,82.8928374,0,7,3,1,166.4846191,text,1,25.39644126,Visual
12,Junior Secondary School 3,Female,87.50707746,0,3,2,1,157.3820343,animation,1,25.17052659,Visual
5,Nursery,Female,50.89129856,4,1,3,2,157.1492092,audio,0,18.4079444,Auditory
5,Primary 1,Male,81.12596232,0,1,3,0,187.9230192,animation,1,30.72428605,Visual
9,Primary 5,Female,55.9169206,5,9,4,1,112.8940468,text,0,47.23793744,Kinesthetic
7,Primary 3,Male,57.81008683,0,1,2,0,160.6912872,text,0,21.40537981,Logical
6,Primary 2,Female,32.72306058,4,0,5,2,175.2935501,audio,0,25.64879557,Auditory
11,Junior Secondary School 2,Female,78.33625148,1,4,2,1,156.8992973,animation,1,26.74310937,Visual
4,Nursery,Male,86.47225011,1,7,4,1,143.6992183,animation,1,34.39550003,Visual
5,Primary 1,Female,74.84923451,3,3,3,0,152.0822926,text,0,26.53752751,Visual
12,Junior Secondary School 3,Male,49.8863578,3,13,4,0,138.9236841,text,1,33.13184945,Kinesthetic
4,Nursery,Female,77.41912244,0,3,1,0,136.1564492,text,0,25.1785316,Logical
7,Primary 2,Female,73.79818515,1,2,3,1,150.595242,animation,0,16.92879056,Visual
11,Junior Secondary School 1,Male,74.42037019,3,2,3,0,160.5167417,animation,1,24.37355175,Visual
10,Primary 5,Female,76.01307429,0,3,3,0,159.5742958,animation,1,34.30063121,Visual
11,Junior Secondary School 2,Female,89.2549735,0,6,6,1,93.98518199,text,0,41.74703101,Kinesthetic
4,Nursery,Female,49.13123306,1,0,5,2,141.7730149,audio,0,22.58752912,Auditory
11,Junior Secondary School 1,Male,57.16196533,1,15,4,0,102.0265219,text,1,44.90594048,Kinesthetic
6,Primary 1,Female,49.39702924,1,5,2,0,143.0743917,text,0,23.88128172,Logical
8,Primary 4,Female,40.93821063,7,2,4,2,145.3623238,audio,0,25.48587907,Auditory
5,Nursery,Male,33.63700089,3,2,5,2,151.9591747,audio,0,24.53939947,Auditory
6,Primary 2,Female,24.31921591,4,2,5,2,96.17160354,audio,1,28.29078626,Auditory
8,Primary 3,Female,57.77215866,2,11,6,1,164.0771035,text,1,35.10416601,Kinesthetic
12,Junior Secondary School 3,Female,57.52205633,9,3,3,2,157.6091251,audio,1,22.99512307,Auditory
10,Junior Secondary School 1,Female,86.31228119,0,1,4,1,131.026403,animation,0,34.0603724,Visual
5,Nursery,Female,56.35670054,4,15,7,0,93.36425961,text,0,33.89751891,Kinesthetic
12,Junior Secondary School 3,Male,66.89644805,2,13,7,0,144.131542,text,0,39.97902765,Kinesthetic
4,Nursery,Male,99.03177769,1,6,4,0,171.8208407,animation,1,34.9955026,Visual
10,Junior Secondary School 1,Male,74.42501765,2,2,3,1,149.399632,text,0,32.05780414,Visual
12,Junior Secondary School 3,Male,65.80069125,2,6,2,0,178.8112464,text,0,17.13685525,Logical
12,Junior Secondary School 3,Male,92.69303627,2,2,2,0,162.515511,text,1,23.88208649,Visual
5,Primary 1,Female,40.1071482,1,4,6,0,83.87034148,animation,0,45.451059,Kinesthetic
5,Primary 1,Female,53.3193567,3,9,7,0,129.4888975,text,0,36.1401412,Kinesthetic
6,Primary 2,Female,37.3800883,9,2,4,2,122.7027578,audio,1,30.2064585,Auditory
11,Junior Secondary School 1,Female,98.88296525,1,1,3,1,131.0073376,text,0,31.86543652,Visual
8,Primary 3,Male,54.64689485,0,4,2,0,172.9496295,text,0,15.93485998,Logical
8,Primary 4,Male,42.11010865,3,11,4,1,121.418041,text,0,48.88366733,Kinesthetic
5,Nursery,Male,40.09038819,3,2,3,1,177.6280571,audio,1,23.43907723,Auditory
6,Primary 2,Female,50.99700627,1,9,7,0,108.8099894,text,1,40.31938395,Kinesthetic
7,Primary 3,Female,34.86283265,3,2,3,2,206.3851677,audio,0,24.92956777,Auditory
10,Junior Secondary School 1,Male,50.77064129,1,8,5,0,100.7667538,text,1,41.2341335,Kinesthetic
11,Junior Secondary School 1,Male,53.68034303,4,2,4,1,136.8898146,audio,1,25.6824687,Auditory
12,Junior Secondary School 3,Male,58.32406322,0,5,1,0,184.7221115,text,0,20.708787,Logical
12,Junior Secondary School 3,Female,46.0816816,1,5,2,0,149.822345,text,0,10.26130164,Logical
6,Primary 2,Female,54.47119783,2,2,2,0,152.2186443,text,0,23.59173535,Logical
12,Junior Secondary School 3,Female,82.53394078,1,7,3,0,174.2181614,animation,0,29.45743844,Visual
9,Primary 4,Male,54.62751098,0,14,7,0,154.1718639,animation,1,33.34552793,Kinesthetic
6,Primary 2,Male,42.24762244,0,6,7,0,130.9631654,animation,1,41.99427908,Kinesthetic
7,Primary 3,Male,74.54788834,1,5,3,0,154.1489896,animation,0,33.81767128,Visual
7,Primary 2,Female,52.70316051,1,0,1,0,210.8280514,text,0,25.0961194,Logical
4,Nursery,Male,90.95826076,2,5,3,0,164.9007249,animation,0,26.57385599,Visual
12,Junior Secondary School 3,Male,67.40838219,2,2,2,0,166.1880973,animation,0,28.81532282,Visual
4,Nursery,Female,42.17667844,2,9,6,0,171.5637389,animation,0,25.41494253,Kinesthetic
4,Nursery,Male,50.76133219,2,2,5,1,208.9313441,audio,0,26.99274818,Auditory
11,Junior Secondary School 1,Male,87.31618533,1,10,7,0,129.0646773,text,1,47.82498181,Kinesthetic
8,Primary 4,Male,44.93591323,3,8,5,0,155.6071107,animation,1,38.71751518,Kinesthetic
6,Primary 2,Male,42.9758874,1,16,4,0,123.151492,text,1,31.22356261,Kinesthetic
8,Primary 4,Male,35.96254572,3,8,6,1,160.6613381,animation,0,38.57751989,Kinesthetic
5,Nursery,Male,36.63792657,9,3,3,1,147.7430822,audio,0,21.97443645,Auditory
12,Junior Secondary School 2,Male,27.71951868,0,9,5,1,134.2544948,animation,0,46.3015529,Kinesthetic
9,Primary 5,Female,67.51929846,1,7,5,0,120.5552118,animation,0,42.60107324,Kinesthetic
12,Junior Secondary School 2,Female,44.06798647,2,13,4,0,223.6344807,text,0,43.4963274,Kinesthetic
10,Primary 5,Female,93.78716827,3,4,3,1,126.9409881,animation,1,34.77244172,Visual
10,Junior Secondary School 1,Female,23.82561946,4,0,4,1,188.5148332,audio,1,26.55404903,Auditory
6,Primary 1,Female,95.3948375,1,5,2,1,163.1995222,animation,1,39.50130783,Visual
9,Primary 5,Female,70.96661469,1,2,1,0,164.5431087,text,0,24.54887095,Logical
10,Junior Secondary School 1,Female,68.55475981,2,2,2,0,141.1689695,text,0,16.31886817,Logical
6,Primary 2,Male,78.82057171,5,9,7,1,155.517715,animation,1,32.61206763,Kinesthetic
11,Junior Secondary School 2,Female,65.52365392,1,4,1,0,200.1048021,text,0,17.65459149,Logical
12,Junior Secondary School 2,Male,66.08985576,0,1,3,1,144.0025489,animation,1,28.12880801,Visual
6,Primary 1,Male,56.51336421,1,10,5,0,89.65039084,animation,0,49.13855293,Kinesthetic
9,Primary 4,Male,50.43875107,1,2,2,0,196.2617105,text,0,19.31044153,Logical
11,Junior Secondary School 2,Male,40.29696584,8,0,5,1,217.8603641,audio,0,28.35602256,Auditory
12,Junior Secondary School 2,Male,85.51888358,0,6,2,0,180.6889625,text,0,29.44745684,Visual
8,Primary 4,Female,37.90204146,9,0,4,1,192.0998324,audio,0,22.42017781,Auditory
8,Primary 3,Male,56.29323519,0,5,1,0,158.6788145,text,0,19.17176458,Logical
9,Primary 4,Female,83.00859655,2,5,4,0,140.2860659,animation,1,31.41302584,Visual
12,Junior Secondary School 2,Female,31.29971586,1,7,7,0,145.159307,text,1,34.83319454,Kinesthetic
11,Junior Secondary School 1,Male,66.38148339,1,5,2,0,149.9910581,text,0,19.56216151,Logical
12,Junior Secondary School 3,Female,73.14072435,1,9,7,1,141.9584394,animation,1,43.26974772,Kinesthetic
12,Junior Secondary School 2,Female,49.31719993,1,2,1,0,192.1553642,text,0,20.45500731,Logical
6,Primary 2,Male,86.64432632,1,6,2,1,145.037299,animation,0,34.25882901,Visual
9,Primary 4,Female,77.05526219,0,2,4,0,153.4531153,text,0,28.59456309,Visual
8,Primary 4,Male,42.90888942,5,1,3,1,128.1807956,audio,0,19.46216818,Auditory
10,Primary 5,Female,60.91693236,3,6,4,0,119.9698622,animation,0,36.90056252,Kinesthetic
6,Primary 1,Female,63.01123083,1,6,7,0,151.5361031,text,1,30.27521006,Kinesthetic
4,Nursery,Female,59.52614245,0,6,2,0,154.8213469,text,0,18.71357417,Logical
11,Junior Secondary School 2,Female,63.37378809,0,3,2,0,180.1029561,text,0,18.86304295,Logical
12,Junior Secondary School 3,Female,49.12635205,4,0,5,1,145.1556544,audio,0,27.28832664,Auditory
10,Primary 5,Male,39.00721356,1,12,6,1,115.9835143,animation,0,34.17939006,Kinesthetic
11,Junior Secondary School 2,Female,46.23277459,1,5,2,0,131.7929696,text,0,20.1019961,Logical
11,Junior Secondary School 1,Female,59.17741338,5,13,6,0,92.01600513,text,1,41.70521438,Kinesthetic
12,Junior Secondary School 3,Female,48.41936341,5,4,3,2,199.6627477,audio,0,25.4600208,Auditory
5,Primary 1,Female,57.43319869,0,4,2,0,119.3985923,text,0,19.41614946,Logical
6,Primary 2,Female,86.24241229,2,3,3,1,161.870297,text,1,26.94556104,Visual
11,Junior Secondary School 1,Male,38.83528002,7,3,3,1,161.1949479,audio,0,25.89226261,Auditory
11,Junior Secondary School 1,Female,56.58330241,3,10,5,0,129.0361123,animation,0,40.85078513,Kinesthetic
7,Primary 2,Female,38.85809036,2,12,6,1,140.7161787,animation,0,44.43727555,Kinesthetic
5,Nursery,Female,38.71712696,8,2,5,2,151.2939727,audio,1,18.32896988,Auditory
12,Junior Secondary School 2,Female,53.12351462,2,5,2,0,164.7358929,text,0,14.47945906,Logical
12,Junior Secondary School 3,Female,60.07959833,3,9,4,1,172.9298461,animation,1,35.29007948,Kinesthetic
10,Junior Secondary School 1,Male,72.97206165,2,6,3,0,105.5696466,animation,1,34.75100353,Visual
12,Junior Secondary School 2,Female,31.48664409,5,1,3,1,149.4007826,audio,0,16.27074918,Auditory
9,Primary 5,Male,81.26303559,0,3,2,1,170.2517135,animation,0,37.13646437,Visual
6,Primary 1,Male,81.68153913,4,3,4,0,158.6400428,animation,1,17.30405363,Visual
12,Junior Secondary School 3,Female,53.05376417,5,1,3,2,141.8753979,audio,0,18.98545549,Auditory
9,Primary 5,Male,94.94629833,0,2,2,1,173.5489125,animation,0,32.85058211,Visual
6,Primary 2,Female,47.01177621,0,3,2,0,165.418135,text,0,20.20096325,Logical
5,Nursery,Female,71.92734906,1,6,2,0,175.8727346,text,0,16.76434564,Logical
9,Primary 4,Male,90.79213441,1,4,3,0,123.4605144,text,1,22.18207635,Visual
12,Junior Secondary School 3,Male,75.16055478,1,3,2,1,134.6487927,animation,0,41.25442292,Visual
12,Junior Secondary School 2,Female,50.57897382,1,10,4,0,137.8607941,animation,1,36.57293052,Kinesthetic
8,Primary 4,Female,93.67389085,1,5,2,1,147.1189428,animation,1,29.36003451,Visual
10,Junior Secondary School 1,Male,63.22852281,4,3,4,1,157.1524195,animation,1,31.18278109,Visual
6,Primary 1,Female,44.10693097,1,2,4,1,107.2978109,text,0,37.2963507,Kinesthetic
6,Primary 1,Female,82.71617905,2,8,7,0,141.2881522,text,0,37.8816325,Kinesthetic
5,Nursery,Female,51.2468659,1,10,6,1,136.8800621,text,0,41.04911452,Kinesthetic
12,Junior Secondary School 2,Male,77.04638345,0,6,1,0,181.1017836,text,0,19.45794693,Logical
8,Primary 4,Male,75.66542626,1,3,3,0,130.706229,animation,1,34.03873761,Visual
6,Primary 2,Female,81.12243558,0,2,4,0,127.2416035,text,1,25.69616742,Visual
8,Primary 4,Male,36.54639522,5,1,3,2,145.8387849,audio,0,27.44519587,Auditory
12,Junior Secondary School 3,Female,47.71511968,8,2,5,1,146.2798357,audio,1,21.72518775,Auditory
5,Primary 1,Female,60.86195325,2,3,4,0,141.6996001,animation,0,39.78001315,Kinesthetic
11,Junior Secondary School 1,Male,72.31348946,2,6,2,0,200.0419872,text,0,28.15495041,Logical
