age,time_on_visuals,audio_replay_count,drag_and_drop_actions,puzzle_attempts,help_button_clicks,time_to_completion,task_skips,interaction_rate,grade_level_Junior Secondary School 2,grade_level_Junior Secondary School 3,grade_level_Nursery,grade_level_Primary 1,grade_level_Primary 2,grade_level_Primary 3,grade_level_Primary 4,grade_level_Primary 5,sex_Male,preferred_instruction_type_audio,preferred_instruction_type_text,learning_style_Kinesthetic,learning_style_Logical,learning_style_Visual
12,78.04702662,1,6,2,0,145.6528294,0,29.59931792,True,False,False,False,False,False,False,False,True,False,False,False,False,True
12,40.67473006,0,9,5,0,114.2342813,1,40.90598502,True,False,False,False,False,False,False,False,False,False,False,True,False,False
12,55.80127625,1,3,1,0,218.0901231,0,15.36209985,False,True,False,False,False,False,False,False,False,False,True,False,True,False
5,75.17348407,1,1,3,0,167.1888148,1,24.15812772,False,False,True,False,False,False,False,False,False,False,True,False,False,True
12,85.14385155,3,4,3,1,144.3230716,0,31.31901839,True,False,False,False,False,False,False,False,False,False,False,False,False,True
9,72.35793602,0,5,2,0,159.8022911,0,21.48532831,False,False,False,False,False,False,True,False,False,False,True,False,True,False
5,43.18182711,1,7,2,0,154.4051138,0,13.10974936,False,False,False,True,False,False,False,False,True,False,True,False,True,False
7,53.65266953,2,6,4,0,130.4644009,1,34.26712154,False,False,False,False,False,True,False,False,False,False,False,True,False,False
12,17.57079907,1,14,4,0,116.4096225,1,39.11067392,False,True,False,False,False,False,False,False,True,False,True,True,False,False
9,53.68393152,0,2,1,0,191.280277,0,19.74149181,False,False,False,False,False,False,False,True,False,False,True,False,True,False
8,46.5605313,2,8,4,0,154.946943,1,32.09579258,False,False,False,False,False,False,True,False,True,False,False,True,False,False
12,86.81133997,1,2,2,1,169.9565034,0,15.47823823,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4,53.31351185,6,1,4,2,181.5242603,1,20.06567727,False,False,True,False,False,False,False,False,True,True,False,False,False,False
6,29.42091408,5,0,5,2,139.2499443,0,23.1511951,False,False,False,True,False,False,False,False,False,True,False,False,False,False
11,42.12274021,4,11,4,0,107.4538858,0,46.27769181,False,False,False,False,False,False,False,False,False,False,True,True,False,False
11,72.13439927,0,5,1,0,201.1702922,0,19.75494503,False,False,False,False,False,False,False,False,False,False,True,False,True,False
10,84.9711382,1,3,2,1,146.2156755,0,28.26229497,False,False,False,False,False,False,False,True,True,False,True,False,False,True
9,54.15074463,2,11,4,0,145.3721222,1,37.39453805,False,False,False,False,False,False,True,False,True,False,True,True,False,False
5,53.98131925,1,7,2,0,216.9288939,0,19.87212897,False,False,True,False,False,False,False,False,False,False,True,False,True,False
10,82.6046538,1,1,3,1,117.2833036,0,33.8847761,False,False,False,False,False,False,False,False,True,False,False,False,False,True
11,49.46242874,3,3,4,2,132.2678973,1,26.09467609,True,False,False,False,False,False,False,False,True,True,False,False,False,False
12,78.55387734,2,2,2,0,152.7893123,0,18.00983421,False,True,False,False,False,False,False,False,False,False,True,False,True,False
10,43.5745814,6,2,3,2,174.7410055,1,16.37698765,False,False,False,False,False,False,False,True,False,True,False,False,False,False
9,33.68739498,2,2,5,2,149.7346004,0,22.83568238,False,False,False,False,False,False,False,True,True,True,False,False,False,False
4,46.52318678,4,1,4,1,185.9731614,1,27.86689789,False,False,True,False,False,False,False,False,False,True,False,False,False,False
8,85.04104629,1,1,2,0,147.1712919,0,31.07474718,False,False,False,False,False,True,False,False,False,False,False,False,False,True
10,24.48865099,10,3,3,1,139.7940582,1,27.3049652,False,False,False,False,False,False,False,False,False,True,False,False,False,False
8,44.22123458,4,9,6,1,127.8844296,1,36.90377437,False,False,False,False,False,True,False,False,True,False,False,True,False,False
9,63.17448611,1,2,2,0,184.1788125,0,20.62333495,False,False,False,False,False,False,False,True,True,False,True,False,True,False
8,62.50536988,2,3,2,0,155.3360194,0,23.85917023,False,False,False,False,False,False,True,False,True,False,True,False,True,False
5,35.88907344,3,3,3,2,188.5762453,0,19.69992441,False,False,True,False,False,False,False,False,True,True,False,False,False,False
9,93.79604149,1,7,6,1,139.166964,0,34.5958852,False,False,False,False,False,False,False,True,False,False,True,True,False,False
8,69.44190312,0,1,2,0,160.0927841,0,31.29820534,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,55.44020079,1,3,2,0,180.4406998,0,23.15704756,False,False,False,False,False,True,False,False,True,False,True,False,True,False
12,35.81294121,1,3,6,0,132.4552943,0,36.40182113,True,False,False,False,False,False,False,False,False,False,False,True,False,False
9,49.56393052,3,9,4,0,89.95237445,1,48.1211175,False,False,False,False,False,False,False,True,False,False,False,True,False,False
10,52.72493922,0,6,1,0,186.8144531,0,18.15144918,False,False,False,False,False,False,False,False,True,False,True,False,True,False
5,44.22030459,7,1,4,1,172.0373572,0,20.41064619,False,False,False,True,False,False,False,False,True,True,False,False,False,False
6,44.31059219,2,11,6,1,95.05850314,0,38.19203863,False,False,False,True,False,False,False,False,True,False,True,True,False,False
12,30.11946879,7,2,4,1,157.9675027,0,27.42033314,False,True,False,False,False,False,False,False,False,True,False,False,False,False
9,49.71836793,4,2,3,2,140.8928788,0,25.92737489,False,False,False,False,False,False,False,True,False,True,False,False,False,False
6,38.00150463,1,6,4,1,170.9802733,0,39.37660173,False,False,False,False,True,False,False,False,False,False,True,True,False,False
9,62.81396758,1,3,2,0,156.4563139,0,15.03583848,False,False,False,False,False,False,True,False,False,False,True,False,True,False
9,89.72747223,1,3,4,1,134.3930225,1,36.59654207,False,False,False,False,False,False,False,True,True,False,False,False,False,True
11,61.08069235,1,5,1,0,181.3318477,0,23.25698596,False,False,False,False,False,False,False,False,False,False,True,False,True,False
8,35.91164497,7,3,4,1,110.4590644,0,24.6415537,False,False,False,False,False,False,True,False,True,True,False,False,False,False
11,36.02040852,5,1,3,1,142.5856637,1,28.15649372,True,False,False,False,False,False,False,False,False,True,False,False,False,False
6,49.95657955,1,11,7,0,134.6003325,1,47.17180494,False,False,False,True,False,False,False,False,True,False,True,True,False,False
5,100.4676476,3,1,4,1,155.0404566,1,26.06502822,False,False,False,True,False,False,False,False,True,False,False,False,False,True
4,28.63597338,4,1,5,1,185.5242448,0,19.69307739,False,False,True,False,False,False,False,False,False,True,False,False,False,False
12,82.8928374,0,7,3,1,166.4846191,1,25.39644126,True,False,False,False,False,False,False,False,True,False,True,False,False,True
12,87.50707746,0,3,2,1,157.3820343,1,25.17052659,False,True,False,False,False,False,False,False,False,False,False,False,False,True
5,50.89129856,4,1,3,2,157.1492092,0,18.4079444,False,False,True,False,False,False,False,False,False,True,False,False,False,False
5,81.12596232,0,1,3,0,187.9230192,1,30.72428605,False,False,False,True,False,False,False,False,True,False,False,False,False,True
9,55.9169206,5,9,4,1,112.8940468,0,47.23793744,False,False,False,False,False,False,False,True,False,False,True,True,False,False
7,57.81008683,0,1,2,0,160.6912872,0,21.40537981,False,False,False,False,False,True,False,False,True,False,True,False,True,False
6,32.72306058,4,0,5,2,175.2935501,0,25.64879557,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11,78.33625148,1,4,2,1,156.8992973,1,26.74310937,True,False,False,False,False,False,False,False,False,False,False,False,False,True
4,86.47225011,1,7,4,1,143.6992183,1,34.39550003,False,False,True,False,False,False,False,False,True,False,False,False,False,True
5,74.84923451,3,3,3,0,152.0822926,0,26.53752751,False,False,False,True,False,False,False,False,False,False,True,False,False,True
12,49.8863578,3,13,4,0,138.9236841,1,33.13184945,False,True,False,False,False,False,False,False,True,False,True,True,False,False
4,77.41912244,0,3,1,0,136.1564492,0,25.1785316,False,False,True,False,False,False,False,False,False,False,True,False,True,False
7,73.79818515,1,2,3,1,150.595242,0,16.92879056,False,False,False,False,True,False,False,False,False,False,False,False,False,True
11,74.42037019,3,2,3,0,160.5167417,1,24.37355175,False,False,False,False,False,False,False,False,True,False,False,False,False,True
10,76.01307429,0,3,3,0,159.5742958,1,34.30063121,False,False,False,False,False,False,False,True,False,False,False,False,False,True
11,89.2549735,0,6,6,1,93.98518199,0,41.74703101,True,False,False,False,False,False,False,False,False,False,True,True,False,False
4,49.13123306,1,0,5,2,141.7730149,0,22.58752912,False,False,True,False,False,False,False,False,False,True,False,False,False,False
11,57.16196533,1,15,4,0,102.0265219,1,44.90594048,False,False,False,False,False,False,False,False,True,False,True,True,False,False
6,49.39702924,1,5,2,0,143.0743917,0,23.88128172,False,False,False,True,False,False,False,False,False,False,True,False,True,False
8,40.93821063,7,2,4,2,145.3623238,0,25.48587907,False,False,False,False,False,False,True,False,False,True,False,False,False,False
5,33.63700089,3,2,5,2,151.9591747,0,24.53939947,False,False,True,False,False,False,False,False,True,True,False,False,False,False
6,24.31921591,4,2,5,2,96.17160354,1,28.29078626,False,False,False,False,True,False,False,False,False,True,False,False,False,False
8,57.77215866,2,11,6,1,164.0771035,1,35.10416601,False,False,False,False,False,True,False,False,False,False,True,True,False,False
12,57.52205633,9,3,3,2,157.6091251,1,22.99512307,False,True,False,False,False,False,False,False,False,True,False,False,False,False
10,86.31228119,0,1,4,1,131.026403,0,34.0603724,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,56.35670054,4,15,7,0,93.36425961,0,33.89751891,False,False,True,False,False,False,False,False,False,False,True,True,False,False
12,66.89644805,2,13,7,0,144.131542,0,39.97902765,False,True,False,False,False,False,False,False,True,False,True,True,False,False
4,99.03177769,1,6,4,0,171.8208407,1,34.9955026,False,False,True,False,False,False,False,False,True,False,False,False,False,True
10,74.42501765,2,2,3,1,149.399632,0,32.05780414,False,False,False,False,False,False,False,False,True,False,True,False,False,True
12,65.80069125,2,6,2,0,178.8112464,0,17.13685525,False,True,False,False,False,False,False,False,True,False,True,False,True,False
12,92.69303627,2,2,2,0,162.515511,1,23.88208649,False,True,False,False,False,False,False,False,True,False,True,False,False,True
5,40.1071482,1,4,6,0,83.87034148,0,45.451059,False,False,False,True,False,False,False,False,False,False,False,True,False,False
5,53.3193567,3,9,7,0,129.4888975,0,36.1401412,False,False,False,True,False,False,False,False,False,False,True,True,False,False
6,37.3800883,9,2,4,2,122.7027578,1,30.2064585,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11,98.88296525,1,1,3,1,131.0073376,0,31.86543652,False,False,False,False,False,False,False,False,False,False,True,False,False,True
8,54.64689485,0,4,2,0,172.9496295,0,15.93485998,False,False,False,False,False,True,False,False,True,False,True,False,True,False
8,42.11010865,3,11,4,1,121.418041,0,48.88366733,False,False,False,False,False,False,True,False,True,False,True,True,False,False
5,40.09038819,3,2,3,1,177.6280571,1,23.43907723,False,False,True,False,False,False,False,False,True,True,False,False,False,False
6,50.99700627,1,9,7,0,108.8099894,1,40.31938395,False,False,False,False,True,False,False,False,False,False,True,True,False,False
7,34.86283265,3,2,3,2,206.3851677,0,24.92956777,False,False,False,False,False,True,False,False,False,True,False,False,False,False
10,50.77064129,1,8,5,0,100.7667538,1,41.2341335,False,False,False,False,False,False,False,False,True,False,True,True,False,False
11,53.68034303,4,2,4,1,136.8898146,1,25.6824687,False,False,False,False,False,False,False,False,True,True,False,False,False,False
12,58.32406322,0,5,1,0,184.7221115,0,20.708787,False,True,False,False,False,False,False,False,True,False,True,False,True,False
12,46.0816816,1,5,2,0,149.822345,0,10.26130164,False,True,False,False,False,False,False,False,False,False,True,False,True,False
6,54.47119783,2,2,2,0,152.2186443,0,23.59173535,False,False,False,False,True,False,False,False,False,False,True,False,True,False
12,82.53394078,1,7,3,0,174.2181614,0,29.45743844,False,True,False,False,False,False,False,False,False,False,False,False,False,True
9,54.62751098,0,14,7,0,154.1718639,1,33.34552793,False,False,False,False,False,False,True,False,True,False,False,True,False,False
6,42.24762244,0,6,7,0,130.9631654,1,41.99427908,False,False,False,False,True,False,False,False,True,False,False,True,False,False
7,74.54788834,1,5,3,0,154.1489896,0,33.81767128,False,False,False,False,False,True,False,False,True,False,False,False,False,True
7,52.70316051,1,0,1,0,210.8280514,0,25.0961194,False,False,False,False,True,False,False,False,False,False,True,False,True,False
4,90.95826076,2,5,3,0,164.9007249,0,26.57385599,False,False,True,False,False,False,False,False,True,False,False,False,False,True
12,67.40838219,2,2,2,0,166.1880973,0,28.81532282,False,True,False,False,False,False,False,False,True,False,False,False,False,True
4,42.17667844,2,9,6,0,171.5637389,0,25.41494253,False,False,True,False,False,False,False,False,False,False,False,True,False,False
4,50.76133219,2,2,5,1,208.9313441,0,26.99274818,False,False,True,False,False,False,False,False,True,True,False,False,False,False
11,87.31618533,1,10,7,0,129.0646773,1,47.82498181,False,False,False,False,False,False,False,False,True,False,True,True,False,False
8,44.93591323,3,8,5,0,155.6071107,1,38.71751518,False,False,False,False,False,False,True,False,True,False,False,True,False,False
6,42.9758874,1,16,4,0,123.151492,1,31.22356261,False,False,False,False,True,False,False,False,True,False,True,True,False,False
8,35.96254572,3,8,6,1,160.6613381,0,38.57751989,False,False,False,False,False,False,True,False,True,False,False,True,False,False
5,36.63792657,9,3,3,1,147.7430822,0,21.97443645,False,False,True,False,False,False,False,False,True,True,False,False,False,False
12,27.71951868,0,9,5,1,134.2544948,0,46.3015529,True,False,False,False,False,False,False,False,True,False,False,True,False,False
9,67.51929846,1,7,5,0,120.5552118,0,42.60107324,False,False,False,False,False,False,False,True,False,False,False,True,False,False
12,44.06798647,2,13,4,0,223.6344807,0,43.4963274,True,False,False,False,False,False,False,False,False,False,True,True,False,False
10,93.78716827,3,4,3,1,126.9409881,1,34.77244172,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10,23.82561946,4,0,4,1,188.5148332,1,26.55404903,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6,95.3948375,1,5,2,1,163.1995222,1,39.50130783,False,False,False,True,False,False,False,False,False,False,False,False,False,True
9,70.96661469,1,2,1,0,164.5431087,0,24.54887095,False,False,False,False,False,False,False,True,False,False,True,False,True,False
10,68.55475981,2,2,2,0,141.1689695,0,16.31886817,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6,78.82057171,5,9,7,1,155.517715,1,32.61206763,False,False,False,False,True,False,False,False,True,False,False,True,False,False
11,65.52365392,1,4,1,0,200.1048021,0,17.65459149,True,False,False,False,False,False,False,False,False,False,True,False,True,False
12,66.08985576,0,1,3,1,144.0025489,1,28.12880801,True,False,False,False,False,False,False,False,True,False,False,False,False,True
6,56.51336421,1,10,5,0,89.65039084,0,49.13855293,False,False,False,True,False,False,False,False,True,False,False,True,False,False
9,50.43875107,1,2,2,0,196.2617105,0,19.31044153,False,False,False,False,False,False,True,False,True,False,True,False,True,False
11,40.29696584,8,0,5,1,217.8603641,0,28.35602256,True,False,False,False,False,False,False,False,True,True,False,False,False,False
12,85.51888358,0,6,2,0,180.6889625,0,29.44745684,True,False,False,False,False,False,False,False,True,False,True,False,False,True
8,37.90204146,9,0,4,1,192.0998324,0,22.42017781,False,False,False,False,False,False,True,False,False,True,False,False,False,False
8,56.29323519,0,5,1,0,158.6788145,0,19.17176458,False,False,False,False,False,True,False,False,True,False,True,False,True,False
9,83.00859655,2,5,4,0,140.2860659,1,31.41302584,False,False,False,False,False,False,True,False,False,False,False,False,False,True
12,31.29971586,1,7,7,0,145.159307,1,34.83319454,True,False,False,False,False,False,False,False,False,False,True,True,False,False
11,66.38148339,1,5,2,0,149.9910581,0,19.56216151,False,False,False,False,False,False,False,False,True,False,True,False,True,False
12,73.14072435,1,9,7,1,141.9584394,1,43.26974772,False,True,False,False,False,False,False,False,False,False,False,True,False,False
12,49.31719993,1,2,1,0,192.1553642,0,20.45500731,True,False,False,False,False,False,False,False,False,False,True,False,True,False
6,86.64432632,1,6,2,1,145.037299,0,34.25882901,False,False,False,False,True,False,False,False,True,False,False,False,False,True
9,77.05526219,0,2,4,0,153.4531153,0,28.59456309,False,False,False,False,False,False,True,False,False,False,True,False,False,True
8,42.90888942,5,1,3,1,128.1807956,0,19.46216818,False,False,False,False,False,False,True,False,True,True,False,False,False,False
10,60.91693236,3,6,4,0,119.9698622,0,36.90056252,False,False,False,False,False,False,False,True,False,False,False,True,False,False
6,63.01123083,1,6,7,0,151.5361031,1,30.27521006,False,False,False,True,False,False,False,False,False,False,True,True,False,False
4,59.52614245,0,6,2,0,154.8213469,0,18.71357417,False,False,True,False,False,False,False,False,False,False,True,False,True,False
11,63.37378809,0,3,2,0,180.1029561,0,18.86304295,True,False,False,False,False,False,False,False,False,False,True,False,True,False
12,49.12635205,4,0,5,1,145.1556544,0,27.28832664,False,True,False,False,False,False,False,False,False,True,False,False,False,False
10,39.00721356,1,12,6,1,115.9835143,0,34.17939006,False,False,False,False,False,False,False,True,True,False,False,True,False,False
11,46.23277459,1,5,2,0,131.7929696,0,20.1019961,True,False,False,False,False,False,False,False,False,False,True,False,True,False
11,59.17741338,5,13,6,0,92.01600513,1,41.70521438,False,False,False,False,False,False,False,False,False,False,True,True,False,False
12,48.41936341,5,4,3,2,199.6627477,0,25.4600208,False,True,False,False,False,False,False,False,False,True,False,False,False,False
5,57.43319869,0,4,2,0,119.3985923,0,19.41614946,False,False,False,True,False,False,False,False,False,False,True,False,True,False
6,86.24241229,2,3,3,1,161.870297,1,26.94556104,False,False,False,False,True,False,False,False,False,False,True,False,False,True
11,38.83528002,7,3,3,1,161.1949479,0,25.89226261,False,False,False,False,False,False,False,False,True,True,False,False,False,False
11,56.58330241,3,10,5,0,129.0361123,0,40.85078513,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7,38.85809036,2,12,6,1,140.7161787,0,44.43727555,False,False,False,False,True,False,False,False,False,False,False,True,False,False
5,38.71712696,8,2,5,2,151.2939727,1,18.32896988,False,False,True,False,False,False,False,False,False,True,False,False,False,False
12,53.12351462,2,5,2,0,164.7358929,0,14.47945906,True,False,False,False,False,False,False,False,False,False,True,False,True,False
12,60.07959833,3,9,4,1,172.9298461,1,35.29007948,False,True,False,False,False,False,False,False,False,False,False,True,False,False
10,72.97206165,2,6,3,0,105.5696466,1,34.75100353,False,False,False,False,False,False,False,False,True,False,False,False,False,True
12,31.48664409,5,1,3,1,149.4007826,0,16.27074918,True,False,False,False,False,False,False,False,False,True,False,False,False,False
9,81.26303559,0,3,2,1,170.2517135,0,37.13646437,False,False,False,False,False,False,False,True,True,False,False,False,False,True
6,81.68153913,4,3,4,0,158.6400428,1,17.30405363,False,False,False,True,False,False,False,False,True,False,False,False,False,True
12,53.05376417,5,1,3,2,141.8753979,0,18.98545549,False,True,False,False,False,False,False,False,False,True,False,False,False,False
9,94.94629833,0,2,2,1,173.5489125,0,32.85058211,False,False,False,False,False,False,False,True,True,False,False,False,False,True
6,47.01177621,0,3,2,0,165.418135,0,20.20096325,False,False,False,False,True,False,False,False,False,False,True,False,True,False
5,71.92734906,1,6,2,0,175.8727346,0,16.76434564,False,False,True,False,False,False,False,False,False,False,True,False,True,False
9,90.79213441,1,4,3,0,123.4605144,1,22.18207635,False,False,False,False,False,False,True,False,True,False,True,False,False,True
12,75.16055478,1,3,2,1,134.6487927,0,41.25442292,False,True,False,False,False,False,False,False,True,False,False,False,False,True
12,50.57897382,1,10,4,0,137.8607941,1,36.57293052,True,False,False,False,False,False,False,False,False,False,False,True,False,False
8,93.67389085,1,5,2,1,147.1189428,1,29.36003451,False,False,False,False,False,False,True,False,False,False,False,False,False,True
10,63.22852281,4,3,4,1,157.1524195,1,31.18278109,False,False,False,False,False,False,False,False,True,False,False,False,False,True
6,44.10693097,1,2,4,1,107.2978109,0,37.2963507,False,False,False,True,False,False,False,False,False,False,True,True,False,False
6,82.71617905,2,8,7,0,141.2881522,0,37.8816325,False,False,False,True,False,False,False,False,False,False,True,True,False,False
5,51.2468659,1,10,6,1,136.8800621,0,41.04911452,False,False,True,False,False,False,False,False,False,False,True,True,False,False
12,77.04638345,0,6,1,0,181.1017836,0,19.45794693,True,False,False,False,False,False,False,False,True,False,True,False,True,False
8,75.66542626,1,3,3,0,130.706229,1,34.03873761,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6,81.12243558,0,2,4,0,127.2416035,1,25.69616742,False,False,False,False,True,False,False,False,False,False,True,False,False,True
8,36.54639522,5,1,3,2,145.8387849,0,27.44519587,False,False,False,False,False,False,True,False,True,True,False,False,False,False
12,47.71511968,8,2,5,1,146.2798357,1,21.72518775,False,True,False,False,False,False,False,False,False,True,False,False,False,False
5,60.86195325,2,3,4,0,141.6996001,0,39.78001315,False,False,False,True,False,False,False,False,False,False,False,True,False,False
11,72.31348946,2,6,2,0,200.0419872,0,28.15495041,False,False,False,False,False,False,False,False,True,False,True,False,True,False
10,71.37809131,1,6,1,0,192.9996194,0,21.00573243,False,False,False,False,False,False,False,True,False,False,True,False,True,False
12,79.37826068,0,3,3,1,136.7550102,0,27.00263778,False,True,False,False,False,False,False,False,False,False,False,False,False,True
6,35.13053404,6,1,3,1,102.3062872,1,25.24848402,False,False,False,True,False,False,False,False,False,True,False,False,False,False
7,66.84839855,1,3,2,0,171.6399617,0,19.31145744,False,False,False,False,True,False,False,False,True,False,True,False,True,False
9,63.75949518,2,4,2,0,158.0394607,0,20.34854688,False,False,False,False,False,False,False,True,False,False,True,False,True,False
10,53.72645283,4,9,7,1,103.9267261,1,38.00711609,False,False,False,False,False,False,False,False,False,False,True,True,False,False
5,45.74016011,2,2,5,2,105.1232411,0,18.17649467,False,False,True,False,False,False,False,False,True,True,False,False,False,False
6,37.18066227,5,2,3,2,156.4292454,0,23.11912353,False,False,False,False,True,False,False,False,True,True,False,False,False,False
8,88.04088562,3,4,4,0,132.2672237,0,33.48068839,False,False,False,False,False,True,False,False,True,False,False,False,False,True
6,50.5025691,2,9,6,1,96.84000904,1,53.99270621,False,False,False,False,True,False,False,False,True,False,False,True,False,False
8,79.20361549,3,7,5,1,125.995215,0,44.82567141,False,False,False,False,False,True,False,False,False,False,True,True,False,False
6,45.85595412,3,18,4,1,174.0856991,0,40.29777169,False,False,False,False,True,False,False,False,True,False,True,True,False,False
12,74.14431565,0,3,1,0,196.7105427,0,15.38004809,False,True,False,False,False,False,False,False,False,False,True,False,True,False
6,69.53179812,1,4,1,0,128.7200485,0,15.28148062,False,False,False,False,True,False,False,False,False,False,True,False,True,False
5,100.0821826,3,5,4,0,161.0799086,0,33.98879493,False,False,True,False,False,False,False,False,False,False,False,False,False,True
10,91.33094524,1,1,4,1,126.6159795,0,28.61417941,False,False,False,False,False,False,False,True,False,False,False,False,False,True
8,34.3908398,0,7,5,0,103.8464,1,38.06754355,False,False,False,False,False,False,True,False,True,False,True,True,False,False
11,45.51318418,4,5,4,1,126.126162,1,31.18996924,True,False,False,False,False,False,False,False,True,True,False,False,False,False
7,84.15151527,1,3,4,0,151.4769939,1,26.37881169,False,False,False,False,False,True,False,False,False,False,False,False,False,True
9,93.21488859,1,0,4,1,148.34964,0,27.6842486,False,False,False,False,False,False,True,False,False,False,False,False,False,True
10,94.80661248,0,3,4,1,140.1545603,0,28.87621115,False,False,False,False,False,False,False,True,True,False,False,False,False,True
12,47.60331125,4,2,6,1,144.6355245,1,50.51433844,False,True,False,False,False,False,False,False,False,False,False,True,False,False
10,65.73566066,0,6,3,0,161.8407425,1,29.50432436,False,False,False,False,False,False,False,True,True,False,False,False,False,True
11,69.25569958,0,7,2,0,112.5559722,0,22.80451665,False,False,False,False,False,False,False,False,True,False,True,False,True,False
7,31.39240765,6,1,4,1,127.2366014,0,28.91045438,False,False,False,False,True,False,False,False,False,True,False,False,False,False
10,83.51690013,2,1,3,0,156.3611663,0,24.06898326,False,False,False,False,False,False,False,True,True,False,False,False,False,True
12,34.06160941,8,1,5,2,217.0346793,1,24.11547467,True,False,False,False,False,False,False,False,False,True,False,False,False,False
5,92.99757112,0,2,3,1,179.2631916,1,40.9314121,False,False,False,True,False,False,False,False,True,False,False,False,False,True
4,67.92389209,1,4,2,0,152.0167391,0,20.18940993,False,False,True,False,False,False,False,False,True,False,True,False,True,False
5,52.5554501,2,12,7,0,169.8283485,1,41.36120992,False,False,True,False,False,False,False,False,True,False,True,True,False,False
12,41.2862807,6,1,3,2,158.7498179,0,30.65810376,False,True,False,False,False,False,False,False,True,True,False,False,False,False
12,71.18284982,0,3,2,1,128.2620118,0,31.07406388,True,False,False,False,False,False,False,False,False,False,False,False,False,True
12,71.45677752,1,11,7,0,146.7031493,0,25.70992813,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7,38.62368129,10,0,4,1,180.464207,1,23.37894889,False,False,False,False,False,True,False,False,True,True,False,False,False,False
11,62.07652199,1,9,1,0,191.7430303,0,14.73473078,True,False,False,False,False,False,False,False,False,False,True,False,True,False
12,78.39841239,0,1,2,1,169.2605877,1,28.78225081,False,True,False,False,False,False,False,False,True,False,False,False,False,True
12,78.31377137,2,4,2,0,122.0939906,1,31.19694684,True,False,False,False,False,False,False,False,False,False,True,False,False,True
9,73.30187237,2,8,6,0,80.42518332,0,34.58817669,False,False,False,False,False,False,False,True,False,False,True,True,False,False
6,68.88778558,2,2,2,0,226.9798787,0,18.53756121,False,False,False,True,False,False,False,False,True,False,True,False,True,False
6,54.75620128,1,6,2,0,172.2703308,0,10.26008486,False,False,False,True,False,False,False,False,True,False,True,False,True,False
11,67.50001396,2,6,1,0,160.565417,0,23.33114348,False,False,False,False,False,False,False,False,True,False,True,False,True,False
10,61.82999352,1,6,4,0,162.7661848,0,24.54380791,False,False,False,False,False,False,False,True,True,False,False,False,False,True
7,52.9037256,2,9,7,0,171.6673697,1,42.8206172,False,False,False,False,False,True,False,False,False,False,True,True,False,False
11,18.84099769,7,1,4,2,132.248983,0,20.67300609,False,False,False,False,False,False,False,False,True,True,False,False,False,False
4,67.70334664,0,4,3,0,128.1930561,1,24.38374462,False,False,True,False,False,False,False,False,False,False,False,False,False,True
12,62.29143205,2,1,1,0,240.9478463,0,21.81353719,False,True,False,False,False,False,False,False,True,False,True,False,True,False
11,81.96503785,1,5,4,1,146.7561887,1,24.80385442,True,False,False,False,False,False,False,False,True,False,False,False,False,True
6,45.63706146,2,13,7,1,143.28893,1,35.25132233,False,False,False,True,False,False,False,False,False,False,False,True,False,False
11,50.27318413,8,3,4,1,163.5163374,0,21.95743649,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10,17.02926933,4,3,5,2,143.5276002,1,24.13373064,False,False,False,False,False,False,False,False,False,True,False,False,False,False
9,57.07242651,1,4,1,0,218.6829901,0,19.20035469,False,False,False,False,False,False,False,True,False,False,True,False,True,False
5,64.66109095,0,0,4,0,123.9427425,0,30.41559013,False,False,True,False,False,False,False,False,True,False,False,False,False,True
7,38.41754317,0,4,1,0,161.6668475,0,16.09492782,False,False,False,False,False,True,False,False,True,False,True,False,True,False
12,33.62671644,7,0,3,2,132.6496974,1,26.59650723,False,True,False,False,False,False,False,False,True,True,False,False,False,False
7,60.27847859,3,10,5,0,116.6863277,0,36.94786883,False,False,False,False,False,True,False,False,False,False,True,True,False,False
6,37.91570065,2,3,3,1,210.6288242,1,29.0328852,False,False,False,False,True,False,False,False,True,True,False,False,False,False
9,49.80416768,2,11,6,1,110.6622427,0,42.9663036,False,False,False,False,False,False,True,False,False,False,True,True,False,False
7,46.01036217,4,3,4,2,206.3187884,1,27.66843597,False,False,False,False,True,False,False,False,False,True,False,False,False,False
12,48.07959041,8,4,5,1,150.951012,1,16.01829647,False,True,False,False,False,False,False,False,True,True,False,False,False,False
12,30.222362,1,3,7,1,148.5347381,0,44.11079153,False,True,False,False,False,False,False,False,True,False,False,True,False,False
6,69.8535071,0,6,1,0,184.0649227,0,27.03363053,False,False,False,False,True,False,False,False,True,False,True,False,True,False
10,68.58803843,1,8,1,0,138.1222355,0,18.86494981,False,False,False,False,False,False,False,True,True,False,True,False,True,False
11,78.63085774,3,8,7,0,96.4295034,0,35.48647155,True,False,False,False,False,False,False,False,False,False,True,True,False,False
11,69.48206924,0,2,2,0,145.5863504,0,22.16191091,False,False,False,False,False,False,False,False,True,False,True,False,True,False
